,mushroom_id,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
5724,5725,edible,flat,smooth,red,yes,none,free,close,broad,red,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5725,5726,poisonous,flat,smooth,buff,yes,foul,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,grasses
5726,5727,poisonous,bell,smooth,white,yes,none,free,close,broad,green,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,meadows
5727,5728,edible,flat,fibrous,brown,no,none,free,crowded,narrow,white,enlarging,fibrous,smooth,white,brown,white,one,evanescent,white,several,leaves
5728,5729,poisonous,flat,smooth,gray,yes,foul,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,several,urban
5729,5730,poisonous,convex,smooth,white,yes,foul,free,close,broad,chocolate,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses
5730,5731,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,pink,brown,white,one,large,chocolate,several,grasses
5731,5732,edible,convex,smooth,buff,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5732,5733,edible,flat,scaly,brown,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5733,5734,edible,convex,scaly,green,no,none,free,close,narrow,purple,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
5734,5735,edible,knobbed,smooth,buff,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5735,5736,poisonous,convex,smooth,white,yes,foul,free,close,broad,chocolate,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,several,urban
5736,5737,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,smooth,silky,pink,white,white,one,evanescent,white,several,woods
5737,5738,edible,convex,scaly,buff,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5738,5739,poisonous,flat,scaly,white,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5739,5740,poisonous,flat,smooth,buff,yes,foul,free,close,broad,white,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
5740,5741,poisonous,convex,smooth,gray,yes,foul,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses
5741,5742,edible,knobbed,smooth,brown,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5742,5743,poisonous,flat,smooth,gray,yes,foul,free,close,broad,pink,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
5743,5744,edible,knobbed,scaly,pink,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5744,5745,poisonous,flat,scaly,buff,yes,none,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,meadows
5745,5746,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,silky,smooth,pink,white,white,one,evanescent,white,several,woods
5746,5747,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,pink,brown,white,one,large,chocolate,several,paths
5747,5748,poisonous,convex,smooth,buff,yes,foul,free,close,broad,white,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
5748,5749,edible,knobbed,fibrous,cinnamon,no,none,free,crowded,narrow,white,enlarging,smooth,fibrous,white,brown,white,one,evanescent,white,several,leaves
5749,5750,poisonous,flat,smooth,gray,yes,foul,free,close,broad,pink,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,several,urban
5750,5751,poisonous,flat,smooth,white,yes,foul,free,close,broad,white,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,several,grasses
5751,5752,poisonous,bell,smooth,buff,yes,none,free,close,broad,green,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,meadows
5752,5753,poisonous,bell,smooth,pink,yes,none,free,close,broad,green,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5753,5754,poisonous,flat,smooth,white,yes,foul,free,close,broad,white,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
5754,5755,edible,convex,scaly,brown,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5755,5756,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,smooth,silky,white,white,white,one,evanescent,white,several,leaves
5756,5757,poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,silky,silky,buff,brown,white,one,large,chocolate,several,grasses
5757,5758,edible,convex,smooth,buff,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5758,5759,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,silky,smooth,white,white,white,one,evanescent,white,several,leaves
5759,5760,poisonous,convex,smooth,buff,yes,foul,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5760,5761,poisonous,flat,smooth,pink,yes,none,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5761,5762,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
5762,5763,poisonous,convex,smooth,white,yes,foul,free,close,broad,chocolate,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban
5763,5764,poisonous,flat,smooth,white,yes,foul,free,close,broad,chocolate,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,several,urban
5764,5765,edible,flat,scaly,green,no,none,free,close,narrow,purple,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
5765,5766,poisonous,flat,smooth,white,yes,foul,free,close,broad,chocolate,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,grasses
5766,5767,poisonous,flat,smooth,white,yes,foul,free,close,broad,pink,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5767,5768,edible,convex,scaly,white,no,none,free,close,narrow,purple,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
5768,5769,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
5769,5770,edible,knobbed,scaly,buff,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5770,5771,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,silky,silky,pink,white,white,one,evanescent,white,several,woods
5771,5772,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
5772,5773,poisonous,convex,smooth,buff,yes,foul,free,close,broad,pink,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
5773,5774,edible,flat,scaly,green,no,none,free,close,narrow,pink,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
5774,5775,poisonous,bell,smooth,pink,yes,none,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5775,5776,poisonous,convex,smooth,buff,yes,foul,free,close,broad,pink,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban
5776,5777,edible,flat,scaly,cinnamon,no,none,free,crowded,narrow,white,enlarging,fibrous,fibrous,white,brown,white,one,evanescent,white,several,leaves
5777,5778,edible,convex,scaly,purple,no,none,free,close,narrow,pink,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
5778,5779,poisonous,convex,smooth,buff,yes,foul,free,close,broad,white,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,several,urban
5779,5780,edible,convex,scaly,white,no,none,free,close,narrow,white,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
5780,5781,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,silky,silky,white,pink,white,one,evanescent,white,several,leaves
5781,5782,edible,convex,smooth,pink,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5782,5783,poisonous,flat,smooth,pink,yes,none,free,close,broad,green,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,meadows
5783,5784,poisonous,flat,scaly,brown,no,none,free,close,narrow,white,enlarging,silky,scaly,white,yellow,white,one,evanescent,white,several,woods
5784,5785,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,pink,pink,white,one,large,chocolate,solitary,paths
5785,5786,poisonous,flat,smooth,white,yes,foul,free,close,broad,chocolate,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses
5786,5787,poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,buff,white,one,large,chocolate,several,grasses
5787,5788,edible,flat,scaly,red,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5788,5789,poisonous,flat,smooth,buff,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5789,5790,poisonous,bell,smooth,pink,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,meadows
5790,5791,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
5791,5792,poisonous,convex,smooth,buff,yes,foul,free,close,broad,pink,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,several,urban
5792,5793,poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,buff,white,one,large,chocolate,solitary,paths
5793,5794,poisonous,bell,scaly,white,yes,none,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5794,5795,edible,flat,scaly,brown,no,none,free,crowded,narrow,white,enlarging,smooth,fibrous,white,brown,white,one,evanescent,white,several,leaves
5795,5796,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,pink,pink,white,one,large,chocolate,solitary,grasses
5796,5797,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,buff,white,one,large,chocolate,several,paths
5797,5798,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,brown,pink,white,one,large,chocolate,several,grasses
5798,5799,poisonous,convex,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
5799,5800,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
5800,5801,poisonous,convex,scaly,yellow,no,none,free,close,narrow,white,enlarging,silky,scaly,white,yellow,white,one,evanescent,white,several,woods
5801,5802,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,silky,silky,pink,white,white,one,evanescent,white,several,paths
5802,5803,poisonous,flat,smooth,white,yes,foul,free,close,broad,chocolate,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
5803,5804,poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,silky,silky,buff,brown,white,one,large,chocolate,solitary,grasses
5804,5805,edible,flat,fibrous,brown,no,none,free,crowded,narrow,white,enlarging,smooth,smooth,white,brown,white,one,evanescent,white,several,leaves
5805,5806,poisonous,convex,smooth,gray,yes,foul,free,close,broad,white,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,grasses
5806,5807,poisonous,flat,smooth,buff,yes,foul,free,close,broad,chocolate,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban
5807,5808,edible,flat,smooth,red,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5808,5809,poisonous,convex,smooth,buff,yes,foul,free,close,broad,chocolate,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5809,5810,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,buff,brown,white,one,large,chocolate,several,woods
5810,5811,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
5811,5812,poisonous,flat,smooth,white,yes,foul,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,several,grasses
5812,5813,poisonous,flat,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,grasses
5813,5814,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,brown,brown,white,one,large,chocolate,several,grasses
5814,5815,edible,flat,fibrous,cinnamon,no,none,free,crowded,narrow,white,enlarging,smooth,smooth,white,brown,white,one,evanescent,white,several,leaves
5815,5816,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
5816,5817,edible,knobbed,scaly,red,yes,none,free,close,broad,red,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5817,5818,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,silky,smooth,white,white,white,one,evanescent,white,several,leaves
5818,5819,poisonous,flat,smooth,white,yes,foul,free,close,broad,pink,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
5819,5820,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
5820,5821,edible,convex,smooth,brown,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5821,5822,poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,pink,white,one,large,chocolate,several,paths
5822,5823,poisonous,convex,smooth,white,yes,foul,free,close,broad,white,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban
5823,5824,edible,flat,smooth,red,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5824,5825,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,buff,pink,white,one,large,chocolate,several,woods
5825,5826,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,brown,pink,white,one,large,chocolate,several,woods
5826,5827,edible,flat,scaly,red,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5827,5828,poisonous,flat,smooth,gray,yes,foul,free,close,broad,pink,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,grasses
5828,5829,edible,knobbed,smooth,brown,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5829,5830,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,brown,buff,white,one,large,chocolate,solitary,woods
5830,5831,poisonous,convex,smooth,white,yes,foul,free,close,broad,white,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
5831,5832,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
5832,5833,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,buff,brown,white,one,large,chocolate,solitary,grasses
5833,5834,poisonous,flat,scaly,white,yes,none,free,close,broad,green,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5834,5835,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
5835,5836,edible,flat,scaly,white,no,none,free,close,narrow,white,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
5836,5837,edible,convex,scaly,white,no,none,free,close,narrow,chocolate,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
5837,5838,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,smooth,smooth,pink,white,white,one,evanescent,white,several,paths
5838,5839,poisonous,flat,smooth,gray,yes,foul,free,close,broad,pink,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5839,5840,edible,convex,scaly,purple,no,none,free,close,narrow,white,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
5840,5841,poisonous,flat,smooth,white,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5841,5842,poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,pink,buff,white,one,large,chocolate,several,woods
5842,5843,poisonous,flat,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses
5843,5844,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,pink,brown,white,one,large,chocolate,solitary,paths
5844,5845,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,pink,white,one,large,chocolate,several,grasses
5845,5846,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,pink,brown,white,one,large,chocolate,solitary,woods
5846,5847,poisonous,convex,smooth,gray,yes,foul,free,close,broad,pink,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
5847,5848,edible,flat,scaly,green,no,none,free,close,narrow,purple,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
5848,5849,poisonous,flat,smooth,white,yes,foul,free,close,broad,white,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,grasses
5849,5850,edible,knobbed,smooth,brown,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5850,5851,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,silky,silky,pink,white,white,one,evanescent,white,several,woods
5851,5852,poisonous,convex,smooth,gray,yes,foul,free,close,broad,white,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
5852,5853,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,pink,pink,white,one,large,chocolate,solitary,grasses
5853,5854,poisonous,bell,smooth,white,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,meadows
5854,5855,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,smooth,silky,pink,white,white,one,evanescent,white,several,woods
5855,5856,poisonous,bell,smooth,buff,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,meadows
5856,5857,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,brown,pink,white,one,large,chocolate,solitary,grasses
5857,5858,poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,silky,silky,brown,buff,white,one,large,chocolate,solitary,woods
5858,5859,edible,convex,scaly,red,yes,none,free,close,broad,red,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5859,5860,edible,knobbed,smooth,buff,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5860,5861,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,silky,smooth,pink,white,white,one,evanescent,white,several,leaves
5861,5862,edible,convex,smooth,red,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5862,5863,poisonous,flat,smooth,buff,yes,none,free,close,broad,green,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,meadows
5863,5864,edible,flat,smooth,brown,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5864,5865,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
5865,5866,edible,flat,scaly,buff,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5866,5867,poisonous,convex,smooth,gray,yes,foul,free,close,broad,white,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5867,5868,poisonous,flat,smooth,buff,yes,none,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5868,5869,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
5869,5870,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,silky,smooth,white,white,white,one,evanescent,white,several,leaves
5870,5871,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,buff,white,one,large,chocolate,solitary,grasses
5871,5872,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
5872,5873,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,silky,silky,white,pink,white,one,evanescent,white,several,woods
5873,5874,poisonous,flat,smooth,gray,yes,foul,free,close,broad,white,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,several,urban
5874,5875,edible,convex,scaly,pink,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5875,5876,edible,convex,scaly,purple,no,none,free,close,narrow,purple,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
5876,5877,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,buff,pink,white,one,large,chocolate,solitary,paths
5877,5878,poisonous,convex,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses
5878,5879,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
5879,5880,poisonous,flat,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,several,urban
5880,5881,poisonous,convex,smooth,buff,yes,foul,free,close,broad,chocolate,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses
5881,5882,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,buff,pink,white,one,large,chocolate,solitary,grasses
5882,5883,poisonous,bell,smooth,white,yes,none,free,close,broad,green,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5883,5884,edible,knobbed,scaly,brown,yes,none,free,close,broad,red,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5884,5885,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,silky,silky,white,white,white,one,evanescent,white,several,woods
5885,5886,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,buff,brown,white,one,large,chocolate,several,paths
5886,5887,edible,convex,scaly,buff,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
5887,5888,poisonous,convex,smooth,buff,yes,foul,free,close,broad,pink,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses
5888,5889,poisonous,flat,smooth,gray,yes,foul,free,close,broad,white,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban
5889,5890,poisonous,flat,smooth,buff,yes,foul,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5890,5891,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,buff,buff,white,one,large,chocolate,solitary,woods
5891,5892,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
5892,5893,poisonous,flat,smooth,white,yes,foul,free,close,broad,chocolate,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban
5893,5894,edible,knobbed,scaly,brown,yes,none,free,close,broad,red,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5894,5895,edible,convex,smooth,red,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5895,5896,edible,convex,scaly,white,no,none,free,close,narrow,pink,enlarging,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
5896,5897,poisonous,flat,smooth,buff,yes,foul,free,close,broad,pink,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5897,5898,poisonous,flat,smooth,gray,yes,foul,free,close,broad,chocolate,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5898,5899,edible,flat,smooth,red,yes,none,free,close,broad,red,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5899,5900,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,buff,pink,white,one,large,chocolate,solitary,grasses
5900,5901,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,silky,silky,pink,white,white,one,evanescent,white,several,leaves
5901,5902,poisonous,flat,smooth,white,yes,none,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,two,pendant,green,several,grasses
5902,5903,poisonous,flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,silky,silky,buff,brown,white,one,large,chocolate,solitary,woods
5903,5904,edible,convex,fibrous,brown,no,none,free,crowded,narrow,white,enlarging,smooth,smooth,white,brown,white,one,evanescent,white,several,leaves
5904,5905,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,silky,silky,buff,brown,white,one,large,chocolate,solitary,woods
5905,5906,poisonous,convex,smooth,white,yes,foul,free,close,broad,pink,tapering,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5906,5907,edible,convex,smooth,buff,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5907,5908,edible,convex,smooth,pink,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
5908,5909,poisonous,convex,smooth,gray,yes,foul,free,close,broad,white,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,grasses
5909,5910,poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,silky,silky,pink,brown,white,one,large,chocolate,solitary,paths
5910,5911,poisonous,convex,smooth,white,yes,foul,free,close,broad,chocolate,tapering,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
5911,5912,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,silky,silky,brown,pink,white,one,large,chocolate,several,paths
5912,5913,poisonous,flat,smooth,white,yes,foul,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban
5913,5914,edible,knobbed,scaly,brown,yes,none,free,close,broad,white,enlarging,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
5914,5915,edible,convex,scaly,pink,yes,none,free,close,broad,red,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5915,5916,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,silky,silky,buff,buff,white,one,large,chocolate,solitary,grasses
5916,5917,edible,flat,scaly,buff,yes,none,free,close,broad,red,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5917,5918,edible,convex,smooth,red,yes,none,free,close,broad,white,enlarging,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
5918,5919,poisonous,convex,smooth,gray,yes,foul,free,close,broad,pink,tapering,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban
